,Ksl,U.0,U.1,U.2,Us.0,Us.1,Us.2,cellID,cellLevel,epsilon,k,nut,p,p_backup,rho,voidfraction,Volume,Cell.Type,t,dp
35,11099,-0.0044396,0.002832,0.76488,-0.0013665,-0.0019268,-0.010629,3754.8,NA,NA,NA,NA,120.56,NA,1.21,0.46494,0.000019624,1,1.7,145.8776
36,6627.7,0.061122,0.04731,0.68622,0.014243,-0.003006,0.023799,3754.8,NA,NA,NA,NA,133.53,NA,1.21,0.56457,0.000019624,1,1.75,161.5713
37,8768.7,0.019914,0.063716,0.75319,-0.0027705,0.0061893,0.034546,3754.8,NA,NA,NA,NA,159.63,NA,1.21,0.50494,0.000019624,1,1.8,193.1523
38,6711.2,-0.047395,0.010138,0.66629,0.0017959,0.010464,-0.043618,3754.8,NA,NA,NA,NA,109.72,NA,1.21,0.57429,0.000019624,1,1.85,132.7612
39,11810,-0.086456,-0.0049408,0.81212,-0.023745,-0.0078818,0.0078211,3754.8,NA,NA,NA,NA,149.27,NA,1.21,0.43662,0.000019624,1,1.9,180.6167
40,6712.6,0.092346,-0.014695,0.6877,0.0050316,-0.0047786,0.021948,3754.8,NA,NA,NA,NA,134.97,NA,1.21,0.56413,0.000019624,1,1.95,163.3137
41,7631.8,0.059696,-0.097695,0.6976,0.0042597,-0.0019437,-0.048507,3754.8,NA,NA,NA,NA,90.596,NA,1.21,0.5648,0.000019624,1,2,109.62116
42,11453,0.017775,-0.10058,0.8053,-0.0052685,-0.032658,0.023409,3754.8,NA,NA,NA,NA,161.7,NA,1.21,0.44244,0.000019624,1,2.05,195.657
43,6216.3,0.012379,0.10761,0.67262,0.010157,0.0057238,0.00163,3754.8,NA,NA,NA,NA,128.83,NA,1.21,0.57588,0.000019624,1,2.1,155.8843
44,8756.9,-0.071493,0.12521,0.72334,0.0022928,0.0072846,-0.043454,3754.8,NA,NA,NA,NA,94.697,NA,1.21,0.52695,0.000019624,1,2.15,114.58337
45,10937,0.038503,0.045615,0.81345,-0.009052,0.0067858,0.027633,3754.8,NA,NA,NA,NA,187.08,NA,1.21,0.4535,0.000019624,1,2.2,226.3668
46,5522.2,0.032791,-0.047799,0.64061,0.0061384,0.0081706,-0.036761,3754.8,NA,NA,NA,NA,114.18,NA,1.21,0.5995,0.000019624,1,2.25,138.1578
47,7462.4,-0.049031,0.035267,0.6999,0.0057432,0.0022049,-0.049041,3754.8,NA,NA,NA,NA,97.454,NA,1.21,0.57198,0.000019624,1,2.3,117.91934
48,10531,-0.051129,-0.080036,0.75805,-0.0051477,-0.0021898,-0.021771,3754.8,NA,NA,NA,NA,114.3,NA,1.21,0.4827,0.000019624,1,2.35,138.303
49,9471.5,0.049648,0.026432,0.77406,-0.0079925,-0.01349,0.034467,3754.8,NA,NA,NA,NA,171.75,NA,1.21,0.48919,0.000019624,1,2.4,207.8175
50,6217.9,0.060787,0.094004,0.6461,0.0091813,0.00092164,-0.042741,3754.8,NA,NA,NA,NA,108.05,NA,1.21,0.58769,0.000019624,1,2.45,130.7405
51,11521,0.011496,-0.037936,0.788,-0.0020964,-0.0077719,0.0010975,3754.8,NA,NA,NA,NA,136.5,NA,1.21,0.44694,0.000019624,1,2.5,165.165
52,7778.3,0.0089994,0.065938,0.72215,0.002186,0.0053845,0.026557,3754.8,NA,NA,NA,NA,146.7,NA,1.21,0.53099,0.000019624,1,2.55,177.507
53,7591.6,-0.11255,0.040811,0.69182,0.0016295,0.0076247,-0.042789,3754.8,NA,NA,NA,NA,99.355,NA,1.21,0.55415,0.000019624,1,2.6,120.21955
54,11656,-0.058815,0.025722,0.82245,-0.024145,-0.00042194,0.021981,3754.8,NA,NA,NA,NA,173.25,NA,1.21,0.43749,0.000019624,1,2.65,209.6325
55,5734.9,0.079188,-0.040998,0.65576,0.0033806,-0.0038064,-0.0096275,3754.8,NA,NA,NA,NA,122.07,NA,1.21,0.59161,0.000019624,1,2.7,147.7047
56,9035.8,0.045398,-0.10095,0.71834,0.0015975,-0.0024939,-0.044097,3754.8,NA,NA,NA,NA,91.663,NA,1.21,0.51904,0.000019624,1,2.75,110.91223
57,10644,0.044651,-0.014679,0.80251,0.0052591,-0.024712,0.029704,3754.8,NA,NA,NA,NA,176.93,NA,1.21,0.45876,0.000019624,1,2.8,214.0853
58,11636,-0.080176,-0.022398,0.80881,-0.026122,-0.011521,0.018004,3754.8,NA,NA,NA,NA,163.3,NA,1.21,0.43886,0.000019624,1,2.85,197.593
59,5735,-0.041063,0.10452,0.64697,0.01224,0.006689,-0.033774,3754.8,NA,NA,NA,NA,114.6,NA,1.21,0.59137,0.000019624,1,2.9,138.666
60,10545,-0.089542,0.093768,0.75318,-0.0070101,0.0062905,-0.019705,3754.8,NA,NA,NA,NA,113.76,NA,1.21,0.47784,0.000019624,1,2.95,137.6496
61,9251.1,0.034013,0.02529,0.76879,-0.0088115,0.01037,0.04418,3754.8,NA,NA,NA,NA,167.17,NA,1.21,0.49223,0.000019624,1,3,202.2757
62,6028.5,0.060846,-0.088011,0.64378,0.0004237,0.0067952,-0.052158,3754.8,NA,NA,NA,NA,108.84,NA,1.21,0.59824,0.000019624,1,3.05,131.6964
63,11322,-0.049707,-0.11628,0.78876,-0.011489,-0.019643,-0.0053462,3754.8,NA,NA,NA,NA,134.57,NA,1.21,0.45173,0.000019624,1,3.1,162.8297
64,7889.4,0.07922,0.040369,0.72638,0.0099204,-0.012289,0.03552,3754.8,NA,NA,NA,NA,147.13,NA,1.21,0.53007,0.000019624,1,3.15,178.0273
65,6771,0.017428,0.10013,0.67133,0.010463,0.0010418,-0.057453,3754.8,NA,NA,NA,NA,97.577,NA,1.21,0.57882,0.000019624,1,3.2,118.06817
66,11702,-0.036311,-0.024767,0.80564,-0.016762,-0.0066323,0.013407,3754.8,NA,NA,NA,NA,156.81,NA,1.21,0.4375,0.000019624,1,3.25,189.7401
67,6537.1,0.021225,0.064853,0.68418,-0.00064039,0.016111,0.012541,3754.8,NA,NA,NA,NA,131.26,NA,1.21,0.56471,0.000019624,1,3.3,158.8246
68,8230.3,-0.067848,-0.0025052,0.71243,0.0018418,0.0058269,-0.041541,3754.8,NA,NA,NA,NA,93.685,NA,1.21,0.54029,0.000019624,1,3.35,113.35885
69,5965.4,0.079182,0.035919,0.66571,0.00019249,0.0084852,0.0030668,3754.8,NA,NA,NA,NA,126,NA,1.21,0.58227,0.000019624,1,3.4,152.46
70,11249,0.021718,0.012841,0.82076,-0.014713,-0.0055176,0.027055,3754.8,NA,NA,NA,NA,183.02,NA,1.21,0.44607,0.000019624,1,3.45,221.4542
71,5481.7,0.069632,-0.031653,0.64596,0.013284,-0.0059684,-0.026227,3754.8,NA,NA,NA,NA,120.41,NA,1.21,0.60015,0.000019624,1,3.5,145.6961
72,9751.3,0.017083,-0.08954,0.73387,0.0019129,-0.004234,-0.035531,3754.8,NA,NA,NA,NA,97.368,NA,1.21,0.50198,0.000019624,1,3.55,117.81528
73,10240,0.034477,-0.0064699,0.79266,-0.0025456,-0.022922,0.028857,3754.8,NA,NA,NA,NA,173.56,NA,1.21,0.46834,0.000019624,1,3.6,210.0076
74,6060.3,-0.014584,0.10533,0.65518,0.009178,0.0076754,-0.030913,3754.8,NA,NA,NA,NA,115.31,NA,1.21,0.58207,0.000019624,1,3.65,139.5251
75,11116,-0.05537,0.072258,0.77028,-0.01119,0.0048836,-0.01183,3754.8,NA,NA,NA,NA,125.12,NA,1.21,0.4606,0.000019624,1,3.7,151.3952
76,8354.6,0.044523,0.024928,0.73946,0.00055312,0.0085565,0.042525,3754.8,NA,NA,NA,NA,154.23,NA,1.21,0.5164,0.000019624,1,3.75,186.6183
77,6595.1,0.012292,-0.090429,0.66336,0.0038652,0.0050659,-0.051296,3754.8,NA,NA,NA,NA,106.98,NA,1.21,0.58851,0.000019624,1,3.8,129.4458
78,11711,-0.080328,-0.10396,0.79812,-0.020144,-0.024953,0.0015421,3754.8,NA,NA,NA,NA,146.03,NA,1.21,0.4415,0.000019624,1,3.85,176.6963
79,7222.3,0.081918,0.076298,0.70263,0.0055557,-0.0064637,0.024731,3754.8,NA,NA,NA,NA,138.86,NA,1.21,0.54837,0.000019624,1,3.9,168.0206
80,8416.6,0.038628,-0.025428,0.7153,0.0027677,0.0044438,-0.046843,3754.8,NA,NA,NA,NA,97.736,NA,1.21,0.53479,0.000019624,1,3.95,118.26056
81,7586.6,0.046854,0.083352,0.69702,0.008115,0.0046573,-0.051195,3754.8,NA,NA,NA,NA,95.273,NA,1.21,0.55657,0.000019624,1,4,115.28033
82,11163,-0.015625,-0.044204,0.79822,-0.014094,-0.010499,0.02166,3754.8,NA,NA,NA,NA,161.25,NA,1.21,0.44695,0.000019624,1,4.05,195.1125
83,6288,0.025765,0.060421,0.67476,0.0047596,0.015103,-0.0061599,3754.8,NA,NA,NA,NA,127.43,NA,1.21,0.57048,0.000019624,1,4.1,154.1903
84,9367.6,-0.055888,0.01077,0.73586,0.0014228,0.003939,-0.036381,3754.8,NA,NA,NA,NA,104.95,NA,1.21,0.5037,0.000019624,1,4.15,126.9895
85,10113,0.045088,-0.0020728,0.79212,-0.0056844,-0.0055179,0.041707,3754.8,NA,NA,NA,NA,176.08,NA,1.21,0.47144,0.000019624,1,4.2,213.0568
86,5538.6,0.047457,-0.035132,0.63573,0.0087332,-0.0043104,-0.049653,3754.8,NA,NA,NA,NA,114.86,NA,1.21,0.6056,0.000019624,1,4.25,138.9806
87,10813,-0.015055,-0.078321,0.76464,-0.0035387,-0.0098689,-0.017651,3754.8,NA,NA,NA,NA,111.98,NA,1.21,0.47025,0.000019624,1,4.3,135.4958
88,9325.1,0.043954,0.054176,0.76904,0.0022686,-0.0042977,0.038473,3754.8,NA,NA,NA,NA,167.84,NA,1.21,0.49304,0.000019624,1,4.35,203.0864
89,6069.9,-0.022153,0.08536,0.64606,0.0082239,0.0083537,-0.046947,3754.8,NA,NA,NA,NA,106.73,NA,1.21,0.59366,0.000019624,1,4.4,129.1433
90,11241,-0.050353,0.0010736,0.78384,-0.017864,-0.002011,0.0036211,3754.8,NA,NA,NA,NA,132.97,NA,1.21,0.45415,0.000019624,1,4.45,160.8937
91,11082,0.049212,-0.033773,0.8128,-0.001465,-0.019483,0.025265,3754.8,NA,NA,NA,NA,182.05,NA,1.21,0.44934,0.000019624,1,4.5,220.2805
92,7828.4,0.047675,0.02823,0.72167,0.0024017,0.0055091,0.034791,3754.8,NA,NA,NA,NA,145.59,NA,1.21,0.53057,0.000019624,1,4.55,176.1639
93,7117.3,-0.032639,-0.043442,0.68323,0.003281,0.0050022,-0.049281,3754.8,NA,NA,NA,NA,104.77,NA,1.21,0.57138,0.000019624,1,4.6,126.7717
94,11636,-0.092772,-0.026236,0.80787,-0.025394,-0.01785,0.01446,3754.8,NA,NA,NA,NA,162.5,NA,1.21,0.43985,0.000019624,1,4.65,196.625
95,6414.5,0.098365,0.035571,0.67924,0.0033237,-0.001068,0.0044906,3754.8,NA,NA,NA,NA,131.39,NA,1.21,0.57008,0.000019624,1,4.7,158.9819
96,8447.4,0.094852,-0.021836,0.71783,0.0050059,0.0021247,-0.043811,3754.8,NA,NA,NA,NA,94.499,NA,1.21,0.53552,0.000019624,1,4.75,114.34379
97,10956,0.024848,-0.034205,0.8083,0.0045426,-0.017511,0.029013,3754.8,NA,NA,NA,NA,176.09,NA,1.21,0.45145,0.000019624,1,4.8,213.0689
98,5868.4,-0.074587,0.071827,0.65247,0.0021903,0.0090926,-0.027113,3754.8,NA,NA,NA,NA,117.34,NA,1.21,0.58601,0.000019624,1,4.85,141.9814
99,10412,-0.13606,0.052399,0.7516,-0.0074719,0.0072316,-0.028871,3754.8,NA,NA,NA,NA,111.49,NA,1.21,0.47737,0.000019624,1,4.9,134.9029
100,9069,0.029423,0.011726,0.76184,-0.013373,0.0050655,0.04411,3754.8,NA,NA,NA,NA,165.23,NA,1.21,0.49799,0.000019624,1,4.95,199.9283
101,6070.5,0.08961,-0.072584,0.64376,-0.00021556,0.0016181,-0.051786,3754.8,NA,NA,NA,NA,107.42,NA,1.21,0.59757,0.000019624,1,5,129.9782
102,5473.2,0.009888,0.03845,0.6483,0.015873,0.00053346,-0.024773,3754.8,NA,NA,NA,NA,118.58,NA,1.21,0.59552,0.000019624,1,5.05,143.4818
103,11460,0.012218,-0.11891,0.79003,-0.0014981,-0.02265,-0.0033213,3754.8,NA,NA,NA,NA,136.35,NA,1.21,0.44753,0.000019624,1,5.1,164.9835
104,7640.4,0.052734,0.066593,0.71828,0.015396,-0.0085889,0.033083,3754.8,NA,NA,NA,NA,144.12,NA,1.21,0.53565,0.000019624,1,5.15,174.3852
105,6990.3,-0.076521,0.12912,0.67926,0.0088982,0.0026936,-0.05243,3754.8,NA,NA,NA,NA,95.829,NA,1.21,0.57675,0.000019624,1,5.2,115.95309
106,11697,-0.033714,0.031729,0.81443,-0.024884,0.0014582,0.011682,3754.8,NA,NA,NA,NA,168.54,NA,1.21,0.43635,0.000019624,1,5.25,203.9334
107,5873,0.040899,0.0059274,0.66175,-0.0030245,0.014502,0.0029035,3754.8,NA,NA,NA,NA,123.41,NA,1.21,0.58691,0.000019624,1,5.3,149.3261
108,8471.7,-0.033517,-0.073839,0.71195,-0.0015137,0.0052475,-0.048678,3754.8,NA,NA,NA,NA,93.636,NA,1.21,0.53486,0.000019624,1,5.35,113.29956
109,10888,-0.024802,-0.0052628,0.80394,-0.018925,-0.022346,0.029619,3754.8,NA,NA,NA,NA,170.81,NA,1.21,0.45294,0.000019624,1,5.4,206.6801
110,5826.7,0.080187,0.066981,0.65257,0.014222,-0.0031623,-0.026015,3754.8,NA,NA,NA,NA,119.25,NA,1.21,0.58831,0.000019624,1,5.45,144.2925
111,10347,0.047373,-0.011346,0.74754,0.0064114,-0.0021728,-0.025245,3754.8,NA,NA,NA,NA,108.77,NA,1.21,0.48234,0.000019624,1,5.5,131.6117
112,9459.5,0.0065841,0.057347,0.77282,-0.0023032,-0.0011995,0.035061,3754.8,NA,NA,NA,NA,167.54,NA,1.21,0.48695,0.000019624,1,5.55,202.7234
113,5003.9,-0.091064,-0.050225,0.58487,-0.00037373,-0.00059216,-0.11742,3754.8,NA,NA,NA,NA,61.228,NA,1.21,0.69815,0.000019624,1,5.6,74.08588
114,9863.5,-0.061184,0.010677,0.73031,0.00094587,0.0024647,-0.038132,3754.8,NA,NA,NA,NA,110.27,NA,1.21,0.49407,0.000019624,1,5.65,133.4267
115,6426.3,-0.085845,0.056391,0.65709,-0.00031481,0.012934,-0.041353,3754.8,NA,NA,NA,NA,110.2,NA,1.21,0.57863,0.000019624,1,5.7,133.342
116,10195,0.017281,0.035623,0.79386,-0.015319,0.000055545,0.0364,3754.8,NA,NA,NA,NA,178.23,NA,1.21,0.46995,0.000019624,1,5.75,215.6583
117,5596.4,0.055436,-0.0020303,0.63748,0.0023319,0.0091319,-0.044829,3754.8,NA,NA,NA,NA,112.57,NA,1.21,0.60005,0.000019624,1,5.8,136.2097
118,10991,0.0024731,-0.039881,0.76326,-0.0030925,-0.0053477,-0.0062411,3754.8,NA,NA,NA,NA,117.58,NA,1.21,0.46739,0.000019624,1,5.85,142.2718
119,9036.6,0.063711,0.015157,0.7617,0.0081702,-0.0092898,0.038882,3754.8,NA,NA,NA,NA,163.8,NA,1.21,0.49827,0.000019624,1,5.9,198.198
120,6234.1,-0.03648,0.035284,0.65335,0.01017,0.0004854,-0.045611,3754.8,NA,NA,NA,NA,107.7,NA,1.21,0.58864,0.000019624,1,5.95,130.317
121,11367,-0.091588,-0.0021154,0.79077,-0.018149,-0.0056575,0.0084681,3754.8,NA,NA,NA,NA,136.6,NA,1.21,0.44907,0.000019624,1,6,165.286
122,7219,0.047188,0.046321,0.70228,-0.004215,0.006514,0.032234,3754.8,NA,NA,NA,NA,138.22,NA,1.21,0.54819,0.000019624,1,6.05,167.2462
123,7142.7,0.03871,-0.016515,0.69028,0.0027825,0.0048701,-0.049181,3754.8,NA,NA,NA,NA,101.63,NA,1.21,0.57784,0.000019624,1,6.1,122.9723
124,11743,-0.027422,-0.084696,0.80276,-0.012089,-0.018994,0.013362,3754.8,NA,NA,NA,NA,157.42,NA,1.21,0.43765,0.000019624,1,6.15,190.4782
125,10804,-0.11256,-0.045467,0.76932,-0.026563,-0.012273,-0.022481,3754.8,NA,NA,NA,NA,93.479,NA,1.21,0.48521,0.000019624,1,6.2,113.10959
126,6287.4,0.063324,0.057027,0.67666,0.01333,-0.0023096,0.011737,3754.8,NA,NA,NA,NA,129.47,NA,1.21,0.57247,0.000019624,1,6.25,156.6587
127,8039.6,-0.03925,0.047287,0.71302,0.0045055,0.0029563,-0.04506,3754.8,NA,NA,NA,NA,97.938,NA,1.21,0.54905,0.000019624,1,6.3,118.50498
128,11279,-0.021874,0.013954,0.81357,-0.020794,-0.0053246,0.01906,3754.8,NA,NA,NA,NA,182.25,NA,1.21,0.44584,0.000019624,1,6.35,220.5225
129,5562,0.058167,0.015509,0.6518,0.0044861,0.0097608,-0.018066,3754.8,NA,NA,NA,NA,121.12,NA,1.21,0.59336,0.000019624,1,6.4,146.5552
130,9485.7,0.0040614,-0.037844,0.72573,0.0018201,0.0028126,-0.043877,3754.8,NA,NA,NA,NA,106.97,NA,1.21,0.50317,0.000019624,1,6.45,129.4337
131,10493,0.055662,0.004803,0.80097,-0.00050029,-0.015652,0.028853,3754.8,NA,NA,NA,NA,182.34,NA,1.21,0.46342,0.000019624,1,6.5,220.6314
132,5602.4,0.013949,0.051039,0.64278,0.014271,0.0026275,-0.039206,3754.8,NA,NA,NA,NA,115.59,NA,1.21,0.59562,0.000019624,1,6.55,139.8639
133,10889,-0.045026,0.012562,0.75206,-0.0039844,-0.00064324,-0.016999,3754.8,NA,NA,NA,NA,121.06,NA,1.21,0.47242,0.000019624,1,6.6,146.4826
134,9209.1,0.040318,0.040701,0.76508,-0.0048883,0.0030231,0.03998,3754.8,NA,NA,NA,NA,165.07,NA,1.21,0.49441,0.000019624,1,6.65,199.7347
135,6076.5,0.02933,-0.011433,0.6498,0.0045289,0.0082266,-0.045667,3754.8,NA,NA,NA,NA,109.7,NA,1.21,0.59288,0.000019624,1,6.7,132.737
136,11616,0.0061924,-0.0011422,0.83472,-0.025635,-0.020868,0.013957,3754.8,NA,NA,NA,NA,194.17,NA,1.21,0.43804,0.000019624,1,6.75,234.9457
137,11337,-0.048058,-0.038263,0.78533,-0.011351,-0.0093817,0.0049685,3754.8,NA,NA,NA,NA,132.33,NA,1.21,0.45384,0.000019624,1,6.8,160.1193
138,7704.6,0.066443,0.025469,0.71802,0.006778,-0.0034041,0.036753,3754.8,NA,NA,NA,NA,143.97,NA,1.21,0.53471,0.000019624,1,6.85,174.2037
139,6745.9,0.0018147,0.017784,0.67775,0.0068099,0.0022253,-0.052724,3754.8,NA,NA,NA,NA,103.17,NA,1.21,0.58532,0.000019624,1,6.9,124.8357
140,11753,-0.063624,-0.075919,0.8046,-0.020769,-0.016351,0.0067167,3754.8,NA,NA,NA,NA,155.03,NA,1.21,0.43793,0.000019624,1,6.95,187.5863
141,6650.5,0.053047,0.069115,0.68842,0.0033148,0.0034246,0.020462,3754.8,NA,NA,NA,NA,133.2,NA,1.21,0.56284,0.000019624,1,7,161.172
142,7641.4,-0.0050912,0.042156,0.70427,0.0048097,0.0037682,-0.044796,3754.8,NA,NA,NA,NA,98.311,NA,1.21,0.56215,0.000019624,1,7.05,118.95631
143,11604,-0.021587,0.029591,0.81328,-0.015473,-0.0017926,0.013808,3754.8,NA,NA,NA,NA,172.55,NA,1.21,0.4391,0.000019624,1,7.1,208.7855
144,5802.2,0.06573,-0.020735,0.66144,0.010637,0.0032367,-0.00086327,3754.8,NA,NA,NA,NA,124.33,NA,1.21,0.58787,0.000019624,1,7.15,150.4393
145,8574.9,-0.017541,-0.10334,0.71618,0.0027183,0.00073469,-0.046584,3754.8,NA,NA,NA,NA,92.35,NA,1.21,0.53415,0.000019624,1,7.2,111.7435
146,11025,0.036323,-0.021654,0.81275,-0.011464,-0.023834,0.02166,3754.8,NA,NA,NA,NA,182.02,NA,1.21,0.45078,0.000019624,1,7.25,220.2442
147,5542.2,0.025882,0.0059225,0.63958,-0.0064856,-0.0065098,-0.019119,3754.8,NA,NA,NA,NA,112.54,NA,1.21,0.59875,0.000019624,1,7.3,136.1734
148,5551,0.048306,0.067595,0.64974,0.012388,0.00051877,-0.022871,3754.8,NA,NA,NA,NA,118.96,NA,1.21,0.59512,0.000019624,1,7.35,143.9416
149,10186,-0.023038,0.026363,0.7384,0.0015975,0.002919,-0.038475,3754.8,NA,NA,NA,NA,109.71,NA,1.21,0.48877,0.000019624,1,7.4,132.7491
150,9993.2,0.04455,0.041114,0.7882,-0.0071984,0.0013074,0.029433,3754.8,NA,NA,NA,NA,177.43,NA,1.21,0.47464,0.000019624,1,7.45,214.6903
151,6044,0.041773,-0.021494,0.64833,0.0091974,0.01053,-0.03739,3754.8,NA,NA,NA,NA,114.3,NA,1.21,0.58555,0.000019624,1,7.5,138.303
152,11303,-0.016021,-0.041506,0.77571,-0.0052118,-0.006766,-0.0049358,3754.8,NA,NA,NA,NA,132.55,NA,1.21,0.4576,0.000019624,1,7.55,160.3855
153,7996.6,0.053711,0.0132,0.72702,0.005224,-0.0061775,0.04249,3754.8,NA,NA,NA,NA,149.15,NA,1.21,0.52753,0.000019624,1,7.6,180.4715
154,6578.8,-0.0098795,0.011481,0.66923,0.0055093,-0.00012797,-0.053628,3754.8,NA,NA,NA,NA,105.14,NA,1.21,0.59319,0.000019624,1,7.65,127.2194
