,Ksl,U.0,U.1,U.2,Us.0,Us.1,Us.2,cellID,cellLevel,epsilon,k,nut,p,p_backup,rho,voidfraction,Volume,Cell.Type,t,dp
155,5911.8,-0.1779,0.40495,1.4203,0.17543,0.14602,0.065282,3754.8,NA,NA,NA,NA,226.41,NA,1.21,0.64235,0.000019624,1,7.7,273.9561
156,6043.5,0.16571,0.0066389,1.3102,0.093119,0.12909,-0.048181,3754.8,NA,NA,NA,NA,105.23,NA,1.21,0.63167,0.000019624,1,7.75,127.3283
157,4906.6,-0.58529,-0.50346,1.3201,-0.026818,-0.039551,0.030122,3754.8,NA,NA,NA,NA,126.83,NA,1.21,0.67634,0.000019624,1,7.8,153.4643
158,9654.1,-0.46222,-0.30966,1.5912,-0.18641,-0.1191,-0.018326,3754.8,NA,NA,NA,NA,171.58,NA,1.21,0.53701,0.000019624,1,7.85,207.6118
159,5626.8,-0.26684,-0.316,1.3658,-0.14973,-0.11877,-0.05837,3754.8,NA,NA,NA,NA,245.3,NA,1.21,0.64398,0.000019624,1,7.9,296.813
160,6930.7,0.12869,0.33069,1.4904,-0.013856,-0.050693,0.062,3754.8,NA,NA,NA,NA,191.78,NA,1.21,0.60307,0.000019624,1,7.95,232.0538
161,2686.2,0.35415,0.51351,1.1496,0.085431,0.067367,-0.068682,3754.8,NA,NA,NA,NA,142.08,NA,1.21,0.77399,0.000019624,1,8,171.9168
162,6008.7,-0.26768,0.22208,1.3399,0.054371,0.064541,-0.082661,3754.8,NA,NA,NA,NA,108.94,NA,1.21,0.65792,0.000019624,1,8.05,131.8174
163,6527.5,-0.66266,0.15651,1.3584,-0.16031,0.055848,0.029816,3754.8,NA,NA,NA,NA,189.73,NA,1.21,0.61669,0.000019624,1,8.1,229.5733
164,5871.6,-0.12177,-0.5313,1.4,-0.15966,-0.094767,-0.0027786,3754.8,NA,NA,NA,NA,167.15,NA,1.21,0.63732,0.000019624,1,8.15,202.2515
165,4277.4,0.918,0.042827,1.2543,0.0078715,-0.064445,-0.022835,3754.8,NA,NA,NA,NA,136.22,NA,1.21,0.70116,0.000019624,1,8.2,164.8262
166,5100.6,0.038213,0.38095,1.3468,0.11488,0.030284,-0.026587,3754.8,NA,NA,NA,NA,168.65,NA,1.21,0.67404,0.000019624,1,8.25,204.0665
167,6613.2,-0.32788,-0.06337,1.3545,-0.0091864,0.073077,-0.039813,3754.8,NA,NA,NA,NA,142.68,NA,1.21,0.62338,0.000019624,1,8.3,172.6428
168,5139.4,-0.1881,-0.098153,1.4252,-0.11319,-0.054846,0.06392,3754.8,NA,NA,NA,NA,254.32,NA,1.21,0.66921,0.000019624,1,8.35,307.7272
169,6800.3,-0.0087858,0.039311,1.4029,-0.27083,-0.17776,-0.04118,3754.8,NA,NA,NA,NA,103.59,NA,1.21,0.6134,0.000019624,1,8.4,125.3439
170,2530.2,-0.1015,0.41022,1.1596,-0.085501,-0.016719,-0.097185,3754.8,NA,NA,NA,NA,79.704,NA,1.21,0.78598,0.000019624,1,8.45,96.44184
171,8379.3,0.10716,0.43375,1.5232,-0.014719,0.052445,-0.051157,3754.8,NA,NA,NA,NA,154.36,NA,1.21,0.58328,0.000019624,1,8.5,186.7756
172,3097.6,0.15378,0.51256,1.1785,0.050933,0.14809,-0.012111,3754.8,NA,NA,NA,NA,144.48,NA,1.21,0.76192,0.000019624,1,8.55,174.8208
173,8542.7,0.19006,0.29986,1.5754,0.14575,0.18685,0.024121,3754.8,NA,NA,NA,NA,188.38,NA,1.21,0.55681,0.000019624,1,8.6,227.9398
174,3760.5,-0.59766,-0.62915,1.1781,-0.034608,0.00087796,-0.00099796,3754.8,NA,NA,NA,NA,110.25,NA,1.21,0.73872,0.000019624,1,8.65,133.4025
175,5471.7,-0.44491,-0.61328,1.3324,-0.1877,-0.16103,-0.045006,3754.8,NA,NA,NA,NA,167.8,NA,1.21,0.65069,0.000019624,1,8.7,203.038
176,5872.3,0.68751,-0.013368,1.3547,-0.00033785,-0.066125,0.023434,3754.8,NA,NA,NA,NA,180.37,NA,1.21,0.63849,0.000019624,1,8.75,218.2477
177,3634.2,-0.32311,0.42276,1.2055,0.035119,0.024912,-0.040007,3754.8,NA,NA,NA,NA,106.82,NA,1.21,0.71914,0.000019624,1,8.8,129.2522
178,6944.6,-0.50566,0.13406,1.4546,-0.055949,0.06367,-0.017469,3754.8,NA,NA,NA,NA,150.91,NA,1.21,0.60868,0.000019624,1,8.85,182.6011
179,4387,-0.037476,-0.063953,1.3002,-0.10319,0.049522,0.023863,3754.8,NA,NA,NA,NA,204.52,NA,1.21,0.68835,0.000019624,1,8.9,247.4692
180,6203.7,0.72376,0.52219,1.3929,0.06275,0.065722,-0.0010596,3754.8,NA,NA,NA,NA,195.63,NA,1.21,0.64181,0.000019624,1,8.95,236.7123
181,4288.5,0.50973,-0.4131,1.2295,-0.015156,0.016839,-0.07447,3754.8,NA,NA,NA,NA,73.766,NA,1.21,0.70956,0.000019624,1,9,89.25686
182,6966.8,0.64214,-0.43503,1.4791,0.14026,-0.15408,0.069079,3754.8,NA,NA,NA,NA,222.2,NA,1.21,0.60906,0.000019624,1,9.05,268.862
183,2977.9,0.088655,0.084378,1.2158,0.12458,-0.068029,-0.065851,3754.8,NA,NA,NA,NA,184.17,NA,1.21,0.77208,0.000019624,1,9.1,222.8457
184,4577,-0.5367,0.020154,1.2533,-0.0022873,0.050424,-0.064252,3754.8,NA,NA,NA,NA,78.321,NA,1.21,0.69952,0.000019624,1,9.15,94.76841
185,7789,-0.73048,0.017693,1.472,-0.15992,0.028176,0.036205,3754.8,NA,NA,NA,NA,192.86,NA,1.21,0.57331,0.000019624,1,9.2,233.3606
186,4419.5,-0.13572,0.34864,1.3228,-0.1758,0.089958,0.013429,3754.8,NA,NA,NA,NA,186.89,NA,1.21,0.68749,0.000019624,1,9.25,226.1369
187,4261.8,0.49019,0.18596,1.2832,-0.037832,0.063308,-0.050606,3754.8,NA,NA,NA,NA,93.412,NA,1.21,0.69891,0.000019624,1,9.3,113.02852
188,5819.4,0.19889,-0.034769,1.3969,0.079289,0.014997,-0.013865,3754.8,NA,NA,NA,NA,151.66,NA,1.21,0.63855,0.000019624,1,9.35,183.5086
189,7407.9,-0.2456,0.46894,1.4182,0.01984,0.070797,-0.0099343,3754.8,NA,NA,NA,NA,186.09,NA,1.21,0.58931,0.000019624,1,9.4,225.1689
190,3815.8,-0.31125,-0.36208,1.2992,-0.023826,0.054304,0.061632,3754.8,NA,NA,NA,NA,219.4,NA,1.21,0.72143,0.000019624,1,9.45,265.474
191,3180.1,-0.30399,-0.48965,1.1561,0.029116,-0.0066853,-0.062925,3754.8,NA,NA,NA,NA,131.53,NA,1.21,0.76361,0.000019624,1,9.5,159.1513
192,3061.3,-0.24048,-0.42572,1.1723,-0.063073,-0.029437,-0.11059,3754.8,NA,NA,NA,NA,58.446,NA,1.21,0.75297,0.000019624,1,9.55,70.71966
193,9131.7,-0.078712,-0.36546,1.6119,-0.09249,-0.096059,0.048524,3754.8,NA,NA,NA,NA,194.06,NA,1.21,0.54301,0.000019624,1,9.6,234.8126
194,5001.3,0.44673,-0.46604,1.2504,0.0047349,-0.14292,-0.022908,3754.8,NA,NA,NA,NA,150.54,NA,1.21,0.67533,0.000019624,1,9.65,182.1534
195,5870.6,0.052072,0.57549,1.3678,0.11902,-0.096812,0.052819,3754.8,NA,NA,NA,NA,152.39,NA,1.21,0.6446,0.000019624,1,9.7,184.3919
196,4707.8,-0.24419,0.91838,1.2181,0.023613,0.13259,-0.052382,3754.8,NA,NA,NA,NA,130.8,NA,1.21,0.68671,0.000019624,1,9.75,158.268
197,7030,0.13048,-0.53057,1.4763,-0.053702,0.086359,0.035858,3754.8,NA,NA,NA,NA,264.96,NA,1.21,0.61424,0.000019624,1,9.8,320.6016
198,2960.9,0.27577,-0.41667,1.1689,0.025077,-0.04842,-0.056555,3754.8,NA,NA,NA,NA,82.771,NA,1.21,0.75854,0.000019624,1,9.85,100.15291
199,7946.7,0.22742,-0.33518,1.4694,0.021354,-0.10212,-0.040912,3754.8,NA,NA,NA,NA,139.3,NA,1.21,0.57511,0.000019624,1,9.9,168.553
200,3869.5,0.34035,-0.049614,1.3373,0.1269,-0.13413,0.046896,3754.8,NA,NA,NA,NA,238.99,NA,1.21,0.709,0.000019624,1,9.95,289.1779
201,4013.3,-0.17155,0.18945,1.1949,0.074514,-0.062933,-0.088115,3754.8,NA,NA,NA,NA,69.115,NA,1.21,0.72615,0.000019624,1,10,83.62915
